,id,PMID Link,DOI Link,PMID,DOI,Title,Abstract,Authors,Affiliations,Year,Date,Journal,Citations
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32492656""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc7346063/""","""32492656""","""PMC7346063""","""Influences of TP53 and the anti-aging DDR1 receptor in controlling Raf/MEK/ERK and PI3K/Akt expression and chemotherapeutic drug sensitivity in prostate cancer cell lines""","""Background:   TP53 plays critical roles in sensitivity to chemotherapy, and aging. Collagen is very important in aging. The molecular structure and biochemical properties of collagen changes during aging. The discoidin domain receptor (DDR1) is regulated in part by collagen. Elucidating the links between TP53 and DDR1 in chemosensitivity and aging could improve therapies against cancer and aging.  Results:   Restoration of WT-TP53 activity resulted in increased sensitivity to chemotherapeutic drugs and elevated expression of key components of the Raf/MEK/ERK, PI3K/Akt and DDR1 pathways. DDR1 could modulate the levels of Raf/MEK/ERK and PI3K/Akt pathways as well as sensitize the cells to chemotherapeutic drugs. In contrast, suppression of WT TP53 with a dominant negative (DN) TP53 gene, suppressed DDR1 protein levels and increased their chemoresistance.  Conclusion:   Restoration of WT TP53 activity or increased expression of the anti-aging DDR1 collagen receptor can result in enhanced sensitivity to chemotherapeutic drugs. Our innovative studies indicate the important links between WT TP53 and DDR1 which can modulate Raf/MEK/ERK and PI3K/Akt signaling as well as chemosensitivity and aging.  Methods:   We investigated the roles of wild type (WT) and mutant TP53 on drug sensitivity of prostate cancer cells and the induction of Raf/MEK/ERK, PI3K/Akt and DDR1 expression and chemosensitivity.""","""['William H Chappell', 'Saverio Candido', 'Stephen L Abrams', 'Shaw M Akula', 'Linda S Steelman', 'Alberto M Martelli', 'Stefano Ratti', 'Lucio Cocco', 'Melchiorre Cervello', 'Giuseppe Montalto', 'Ferdinando Nicoletti', 'Massimo Libra', 'James A McCubrey']""","""[]""","""2020""","""None""","""Aging (Albany NY)""","""['Roles of the RAF/MEK/ERK and PI3K/PTEN/AKT pathways in malignant transformation and drug resistance.', 'Roles of the Raf/MEK/ERK pathway in cell growth, malignant transformation and drug resistance.', 'Roles of the Ras/Raf/MEK/ERK pathway in leukemia therapy.', 'Therapeutic resistance resulting from mutations in Raf/MEK/ERK and PI3K/PTEN/Akt/mTOR signaling pathways.', 'The Raf/MEK/ERK pathway can govern drug resistance, apoptosis and sensitivity to targeted therapy.', 'Raf/MEK/ERK Signaling Pathway Is Involved in the Inhibition of Glioma Cell Proliferation and Invasion in the Ketogenic Microe-nvironment.', 'Establishing a genomic radiation-age association for space exploration supplements lung disease differentiation.', 'Therapeutic targets and signaling pathways of active components of QiLing decoction against castration-resistant prostate cancer based on network pharmacology.', 'Discoidin domain receptor 1a (DDR1a) confers 5-fluorouracil cytotoxicity in LoVo cell via PI3K/AKT/Bcl-2 pathway.', 'Effects of the Mutant TP53 Reactivator APR-246 on Therapeutic Sensitivity of Pancreatic Cancer Cells in the Presence and Absence of WT-TP53.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32492651""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc7380984/""","""32492651""","""PMC7380984""","""Assessment of Adaptive Engagement and Support Model for People With Chronic Health Conditions in Online Health Communities: Combined Content Analysis""","""Background:   With the pervasiveness of social media, online health communities (OHCs) are an important tool for facilitating information sharing and support among people with chronic health conditions. Importantly, OHCs offer insight into conversations about the lived experiences of people with particular health conditions. Little is known about the aspects of OHCs that are important to maintain safe and productive conversations that support health.  Objective:   This study aimed to assess the provision of social support and the role of active moderation in OHCs developed in accordance with and managed by an adaptive engagement model. This study also aimed to identify key elements of the model that are central to the development, maintenance, and adaptation of OHCs for people with chronic health conditions.  Methods:   This study used combined content analysis, a mixed methods approach, to analyze sampled Facebook post comments from 6 OHCs to understand how key aspects of the adaptive engagement model facilitate different types of social support. OHCs included in this study are for people living with multiple sclerosis, migraine, irritable bowel syndrome, rheumatoid arthritis, lung cancer, and prostate cancer. An exploratory approach was used in the analysis, and initial codes were grouped into thematic categories and then confirmed through thematic network analysis using the Dedoose qualitative analysis software tool. Thematic categories were compared for similarities and differences for each of the 6 OHCs and by topic discussed.  Results:   Data on the reach and engagement of the Facebook posts and the analysis of the sample of 5881 comments demonstrate that people with chronic health conditions want to engage on the web and find value in supporting and sharing their experiences with others. Most comments made in these Facebook posts were expressions of social support for others living with the same health condition (3405/5881, 57.89%). Among the comments with an element of support, those where community members validated the knowledge or experiences of others were most frequent (1587/3405, 46.61%), followed by the expression of empathy and understanding (1089/3405, 31.98%). Even among posts with more factual content, such as insurance coverage issues, user comments still had frequent expressions of support for others (80/213, 37.5%).  Conclusions:   The analysis of this OHC adaptive engagement model in action shows that the foundational elements-social support, engagement, and moderation-can effectively be used to provide a rich and dynamic community experience for individuals with chronic health conditions. Social support is demonstrated in a variety of ways, including sharing information or validating information shared by others, expressions of empathy, and sharing encouraging statements with others.""","""['Brian M Green#', 'Katelyn Tente Van Horn#', 'Ketki Gupte#', 'Megan Evans#', 'Sara Hayes#', 'Amrita Bhowmick#']""","""[]""","""2020""","""None""","""J Med Internet Res""","""[""Superusers' Engagement in Asthma Online Communities: Asynchronous Web-Based Interview Study."", 'Lessons Learned for Online Health Community Moderator Roles: A Mixed-Methods Study of Moderators Resigning From WebMD Communities.', 'Promoting and supporting self-management for adults living in the community with physical chronic illness: A systematic review of the effectiveness and meaningfulness of the patient-practitioner encounter.', 'Long-Term Condition Self-Management Support in Online Communities: A Meta-Synthesis of Qualitative Papers.', 'From Help-Seekers to Influential Users: A Systematic Review of Participation Styles in Online Health Communities.', 'Methods for Analyzing the Contents of Social Media for Health Care: Scoping Review.', 'A Web-Based Decision Aid for Caregivers of Persons With Dementia With Firearm Access (Safe at Home Study): Protocol for a Randomized Controlled Trial.', 'A randomized controlled trial evaluating the effects of social networking on chronic disease management in rheumatoid arthritis.', 'Come for Information, Stay for Support: Harnessing the Power of Online Health Communities for Social Connectedness during the COVID-19 Pandemic.', 'Digital Technology in Clinical Trials for Multiple Sclerosis: Systematic Review.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32492313""","""https://doi.org/10.1056/nejmc2007985""","""32492313""","""10.1056/NEJMc2007985""","""Biopsy for Prostate Cancer Diagnosis. Reply""","""None""","""['Michael Ahdoot', 'Baris Turkbey', 'Peter Pinto']""","""[]""","""2020""","""None""","""N Engl J Med""","""['Biopsy for Prostate Cancer Diagnosis.', 'Biopsy for Prostate Cancer Diagnosis.', 'The eternal enigma in prostatic biopsy access route.', 'Multifocal high grade prostatic intraepithelial neoplasia is a risk factor for subsequent prostate cancer.', 'Serum testosterone as a biomarker for second prostatic biopsy in men with negative first biopsy for prostatic cancer and PSA>4ng/mL, or with PIN biopsy result.', 'Repeat biopsy strategy in patients with atypical small acinar proliferation or high grade prostatic intraepithelial neoplasia on initial prostate needle biopsy.', 'Diagnosis of organ-confined prostate cancer by systematic biopsy under guidance of TRUS.', 'Infection rate and complications after 621 transperineal MRI-TRUS fusion biopsies in local anesthesia without standard antibiotic prophylaxis.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32492312""","""https://doi.org/10.1056/nejmc2007985""","""32492312""","""10.1056/NEJMc2007985""","""Biopsy for Prostate Cancer Diagnosis""","""None""","""['Arnaldo Stanzione', 'Massimo Imbriaco', 'Renato Cuocolo']""","""[]""","""2020""","""None""","""N Engl J Med""","""['Biopsy for Prostate Cancer Diagnosis. Reply.', 'MRI-Targeted, Systematic, and Combined Biopsy for Prostate Cancer Diagnosis.', 'Comparison of Prostate Biopsy with or without Prebiopsy Multiparametric Magnetic Resonance Imaging for Prostate Cancer Detection: An Observational Cohort Study.', 'Usefulness of pre-biopsy multiparametric magnetic resonance imaging and clinical variables to reduce initial prostate biopsy in men with suspected clinically localized prostate cancer.', 'Defining a Cohort that May Not Require Repeat Prostate Biopsy Based on PCA3 Score and Magnetic Resonance Imaging: The Dual Negative Effect.', 'Prebiopsy magnetic resonance spectroscopy and imaging in the diagnosis of prostate cancer.', 'Multiparametric Magnetic Resonance Imaging in the Diagnosis of Prostate Cancer: A Systematic Review.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32492311""","""https://doi.org/10.1056/nejmc2007985""","""32492311""","""10.1056/NEJMc2007985""","""Biopsy for Prostate Cancer Diagnosis""","""None""","""['Mark Scholz', 'Richard Lam', 'Jeffrey Turner']""","""[]""","""2020""","""None""","""N Engl J Med""","""['Biopsy for Prostate Cancer Diagnosis. Reply.', 'MRI-Targeted, Systematic, and Combined Biopsy for Prostate Cancer Diagnosis.', 'Comparison of Prostate Biopsy with or without Prebiopsy Multiparametric Magnetic Resonance Imaging for Prostate Cancer Detection: An Observational Cohort Study.', 'Usefulness of pre-biopsy multiparametric magnetic resonance imaging and clinical variables to reduce initial prostate biopsy in men with suspected clinically localized prostate cancer.', 'Defining a Cohort that May Not Require Repeat Prostate Biopsy Based on PCA3 Score and Magnetic Resonance Imaging: The Dual Negative Effect.', 'Prebiopsy magnetic resonance spectroscopy and imaging in the diagnosis of prostate cancer.', 'Multiparametric Magnetic Resonance Imaging in the Diagnosis of Prostate Cancer: A Systematic Review.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32491127""","""https://doi.org/10.1590/0001-3765202020190819""","""32491127""","""10.1590/0001-3765202020190819""","""Plasma Protein Binding of Herbal-Flavonoids to Human Serum Albumin and Their Anti-proliferative Activities""","""Herbal-flavonoids (HF) as polyphenolic secondary metabolites are taken in the daily diet to join in many metabolic processes in the human organism. Anti-proliferative activities and human serum albumin (HSA) binding capacities of herbal-flavonoids namely 7,5'-dimethoxyisoetin (HF1), homoorientin-6''-4-O-methyl-myo-inositol (HF2), (2R, 3R)-(+)-dihydrokaempferol-7,4'-dimethylether (HF3), eriodictyol-7,4'-dimethylether (HF4) and flavonoids isoorientin (HF5) and genkwanin (HF6) were investigated. Anti-proliferative activities were determined by the xCELLigence system by treatment with human prostate (PC3) and cervical cancer (HeLa) cells. The binding capacities were studied by two-dimensional (2D-FL) and three-dimensional (3D-FL) fluorescence spectroscopy. HeLa and PC3 cell lines were treated with flavonoids at 10, 50 and 100 μg/mL concentrations over a 48 hour period. Stable anti-proliferative efficacy plots were obtained for tested flavonoids. From the flavonoids, HF3 and HF4 showed the strongest anti-proliferative effect against PC3 and HeLa cell line. HF1 and HF2 exhibited the strongest binding capacity to the HSA corresponding to Kb values of 3.81 x 104 M-1 and 6.00 x 104 M-1, respectively. The studies revealed that the flavonoids form the basis of in vivo preclinical studies as important nutraceuticals of the daily diet, as well as modelled in medical and pharmacological applications.""","""['Ibrahim Halil Gecibesler', 'Murat Aydin']""","""[]""","""2020""","""None""","""An Acad Bras Cienc""","""['Molecular Structure-Affinity Relationship of Flavonoids in Lotus Leaf (Nelumbo nucifera Gaertn.) on Binding to Human Serum Albumin and Bovine Serum Albumin by Spectroscopic Method.', 'Biointeractions of Herbicide Atrazine with Human Serum Albumin: UV-Vis, Fluorescence and Circular Dichroism Approaches.', 'Decrease of the affinity of theophylline bind to serum proteins induced by flavonoids and their synergies on protein conformation.', 'Anti-proliferative activity of hop-derived prenylflavonoids against human cancer cell lines.', 'Interactions of dietary flavonoids with proteins: insights from fluorescence spectroscopy and other related biophysical studies.', 'Silymarin from Milk Thistle Fruits Counteracts Selected Pathological Changes in the Lenses of Type 1 Diabetic Rats.', 'Dragon Fruits as a Reservoir of Natural Polyphenolics with Chemopreventive Properties.', 'Allergens and their associated small molecule ligands-their dual role in sensitization.', 'Flavonoids-Macromolecules Interactions in Human Diseases with Focus on Alzheimer, Atherosclerosis and Cancer.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32491031""","""https://doi.org/10.1590/0100-6991e-20202469""","""32491031""","""10.1590/0100-6991e-20202469""","""Anterior resection of the rectum vs radical prostatectomy. Are there any differences in sexual rehabilitation?""","""Purpose:   The aim of this study was to evaluate the impact of penile rehabilitation in restoring erectile function in patients submitted to anterior resection of the rectum (ARR) or radical prostatectomy (RP), comparing the results between these two groups.  Materials and methods:   We performed a unicenter retrospective cohort study, on patients evaluated in our multidisciplinary oncosexology consultation, between January 2015 and January 2018, submitted to RP or ARR (males) and presenting sexual dysfunction. We evaluate the patient and oncologic characteristics, the type of sexual dysfunction, marital status, assessed the International Index of Erectile Function (IIEF-5) on the first and last consultation and the therapeutic approach. A statistical analysis was performed.  Results:   A total of 55 patients were included, 60% (33) performed ARR and 40% (22) RP. Regarding the sexual dysfunction after surgery, erectile dysfunction (ED) was found in the majority of patients (>95%). On the initial IIEF-5 scoring, ARR and RP patients had, most frequently, severe or moderate ED (score 5-11), 78.8% and 59.1% respectively. When reassessed the IIEF-5 scoring of each patient during follow-up, there was an improvement in 69.7% of ARR patients and 72.7% of RP patients (p=0.81). Regarding the therapeutic approach, 84.8% of ARR patients used phosphodiesterase-5 inhibitors (PDE5I) exclusively, 3% used Alprostadil injection, while RP patients used 63.6% and 31.8%, respectively (p<0.05).  Conclusions:   Despite the technical differences of these surgeries, from the sexual point of view these patients benefit with a penile rehabilitation.""","""['Nuno Ramos', 'Rodrigo Ramos', 'Eduardo Silva']""","""[]""","""2020""","""None""","""Rev Col Bras Cir""","""['Erectile rehabilitation with intracavernous alprostadil after radical prostatectomy: refusal and dropout rates.', 'Penile rehabilitation for postprostatectomy erectile dysfunction.', 'Optimal strategy for penile rehabilitation after robot-assisted radical prostatectomy based on preoperative erectile function.', 'Current status of penile rehabilitation after radical prostatectomy.', 'Penile Rehabilitation Therapy Following Radical Prostatectomy: A Meta-Analysis.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32488882""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc7521337/""","""32488882""","""PMC7521337""","""Effects of Xeroderma pigmentosum group C polymorphism on the likelihood of prostate cancer""","""Background:   Numerous studies have assessed the association between xeroderma pigmentosum complementation group C (XPC) polymorphisms and susceptibility of prostate cancer (PCa); however, the findings remain inconsistent.  Methods:   We performed an updated analysis utilizing data from electronic databases to obtain a more accurate estimation of the relationship between XPC rs2228001 A/C polymorphism and PCa risk. We further used in silico tools to investigate this correlation.  Results:   Totally, 5,305 PCa cases and 6,499 control subjects were evaluated. When all studies pooled together, we detected no positive result (recessive genetic model: OR = 1.14, 95% CI = 0.93-1.40, Pheterogeneity = 0.001, P = .212); nevertheless, the XPC rs2228001 A/C variant was associated with PCa risk in Asian descendants in the subgroup analysis (OR = 1.21, 95% CI = 1.01-1.43, Pheterogeneity = 0.008, P = .034). In silico tools showed that more than 20 proteins can participate in the protein crosstalk with XPC. The expression of XPC was down-regulated in all Gleason scores of prostate cancer.  Conclusions:   The present study indicated that the XPC rs2228001 A/C variant may be associated with elevated PCa risk in Asian patients.""","""['Yidan Yan', 'Jianmin Xu', 'Bin Xu', 'Qiaxian Wen', 'Jing Zhou', 'Lifeng Zhang', 'Li Zuo', 'Guoqiang Lv', 'Yunfeng Shi']""","""[]""","""2020""","""None""","""J Clin Lab Anal""","""['XPC exon15 Lys939Gln variant increase susceptibility to prostate adenocarcinoma: Evidence based on 4306 patients and 4779 controls.', 'Association of XPC gene polymorphisms with susceptibility to prostate cancer: evidence from 3,936 subjects.', 'Polymorphisms in XPC gene and risk for prostate cancer.', 'XPC as breast cancer susceptibility gene: evidence from genetic profiling, statistical inferences and protein structural analysis.', 'A Systematic Review and Meta-Analysis of Three Gene Variants Association with Risk of Prostate Cancer: An Update.', 'Xeroderma pigmentosum: an updated review.', 'CometChip enables parallel analysis of multiple DNA repair activities.', 'Interaction of DNA Repair Gene XPC With Smoking and Betel Quid Chewing Behaviors of Oral Cancer.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32488681""","""https://doi.org/10.1007/s10014-020-00367-x""","""32488681""","""10.1007/s10014-020-00367-x""","""Intravascular carcinomatosis of the brain: a report of two cases""","""Although central nervous system (CNS) metastases are common in advanced cancer, CNS involvement solely by intravascular tumor cells, known as intravascular carcinomatosis, is extremely rare. We report two cases of brain metastasis in which tumor cells were restricted to the vascular lumina without parenchymal involvement, resulting in ischemic lesions. The first patient is a previously healthy young woman who presented with symptoms of community-acquired pneumonia and progressed to respiratory failure. Computed tomography of the brain showed infarcts of differing ages. At autopsy, she was found to have widely metastatic cervical squamous cell carcinoma and cerebral tumor emboli with multifocal infarcts, mainly microinfarcts. The second patient is an elderly man with cognitive impairment and mild Parkinsonism who presented with symptoms of a urinary tract infection. Magnetic resonance imaging of the brain showed atrophy and changes suggestive of chronic microvascular ischemic disease. Postmortem examination demonstrated prostatic adenocarcinoma and cerebral tumor emboli with multifocal infarcts. These cases illustrate that this pattern of intracranial metastasis may rarely be a cause of cerebral ischemic lesions and emphasize the importance of thorough pathologic examination of the brain.""","""['Jackie Chan', 'Shino Magaki', 'Xinhai R Zhang', 'Curtis Chin', 'Stanley Greenspan', 'Michael Linetsky', 'Mireille Kattar', 'Harry V Vinters']""","""[]""","""2020""","""None""","""Brain Tumor Pathol""","""['Intravascular carcinomatosis of central nervous system due to metastatic inflammatory breast cancer: A case report.', 'Intravascular lymphomatosis of the nervous system--case report and review of the literature.', ""Unusual and Fatal Case of an Undiagnosed Intravascular Large B-cell Lymphoma: The Oncologist's Great Imitator†."", 'Acantholytic squamous cell carcinoma of the lung with marked lymphogenous metastases and high titers of myeloperoxidase-antineutrophil cytoplasmic antibodies: a case report.', 'Intravascular B-cell lymphoma: report of two cases with different clinical presentation but rapid central nervous system involvement.', 'A review of the neurological complications of breast cancer.', ""The 'ACCIDENTAL NEUROPATHOLOGIST'-PERSPECTIVES on 40 years in Neuropathology.""]"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32488655""","""https://doi.org/10.1007/s00464-020-07676-4""","""32488655""","""10.1007/s00464-020-07676-4""","""Influence of previous laparo-endoscopic inguinal hernia repair on performing radical prostatectomy: a nationwide survey among urological surgeons""","""Background:   There is considerable demographic overlap of inguinal hernia patients and prostate cancer patients. Previous laparo-endoscopic inguinal hernia mesh repairs can complicate subsequent radical prostatectomies due to adhesions and distortion of anatomic planes. This study aims to assess the experience of urological surgeons on the safety and feasibility of performing radical prostatectomies after laparo-endoscopic inguinal hernia mesh repair.  Methods:   For this cross-sectional study, an online 24 question survey was developed regarding the experience in performing a radical prostatectomy and pelvic lymph node dissection (PLND) with a prior preperitoneal inguinal hernia mesh repair. Between June 2016 and December 2017, the questionnaire was sent to all 68 urological surgeons performing radical prostatectomy in the Netherlands.  Results:   The response rate of urological surgeons was 69% (n = 47). The majority (77%) of urological surgeons perform robot-assisted laparoscopic prostatectomies. A previous preperitoneal inguinal hernia repair was reported by 40% of urological surgeons in 10-30% of patients undergoing radical prostatectomy. Radical prostatectomy with prior preperitoneal inguinal hernia mesh repair is considered more difficult by 49%, predominantly because of (occasionally to always) experienced longer operating times (88.4%), increased blood loss (46.5%), difficult dissection of Retzius space (88.4%), nerve-sparing difficulties (32.6%), less adequate PLND (69.8%), and bladder- (16.3%) or peritoneal perforations (27.9%). Additionally, 11.6% had performed mesh explantation, 16.3% had aborted radical prostatectomies, and 35.7% experienced increased inguinal hernia recurrences after radical prostatectomies with prior preperitoneal inguinal hernia mesh repair. More experienced urological surgeons reported an increased difficulty for all outcomes.  Conclusions:   Laparo-endoscopic inguinal hernia mesh repair has a significant impact on performing a radical prostatectomy and PLND. Surgeons should postpone the inguinal hernia repair of patients in the workup for a radical prostatectomy, with the preferable option of performing the radical prostatectomy and inguinal hernia repair in the same procedure. Alternatively, a Lichtenstein repair can be performed.""","""['Wouter J Bakker', 'Marleen M Roos', 'Richard P Meijer', 'Josephina P J Burgmans']""","""[]""","""2021""","""None""","""Surg Endosc""","""['International guidelines for groin hernia management.', 'Outcome of inguinal hernia repair after previous radical prostatectomy: a registry-based analysis with 12,465 patients.', 'Laparoscopic transperitoneal inguinal hernioplasty (TAPP) after radical open retropubic prostatectomy: special features and clinical outcomes.', 'The impact of previous laparoscopic inguinal hernia repair on radical prostatectomy.', 'The clinical effectiveness and cost-effectiveness of open mesh repairs in adults presenting with a clinically diagnosed primary unilateral inguinal hernia who are operated in an elective setting: systematic review and economic evaluation.', 'Single-port robot-assisted perineal radical prostatectomy with the da Vinci XI system: initial experience and learning curve using the cumulative sum method.', 'Quality of Life after Desarda Technique for Inguinal Hernia Repair-A Comparative Retrospective Multicenter Study of 120 Patients.']"""
