,id,PMID Link,DOI Link,PMID,DOI,Title,Abstract,Authors,Affiliations,Year,Date,Journal,Citations
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619831""","""https://doi.org/10.1016/j.ctarc.2020.100186""","""32619831""","""10.1016/j.ctarc.2020.100186""","""Antibody selection influences the detection of AR-V7 in primary prostate cancer""","""Background:   The androgen receptor (AR) splice variant V7 (AR-V7) is an emerging marker to aid clinical decision-making in patients with castration-resistant prostate cancer (CRPC). A number of studies have shown that a subset of patients also express AR-V7 in the primary tumor. These findings have recently been challenged by a study showing that AR-V7 becomes only detectable in CRPC but is virtually absent in castration-naïve prostate cancer.  Methods:   Herein, we directly compare the two relevant antibodies used for the immunodetection of AR-V7 in the conflicting studies (clones AG10008 and RM7) in a predominantly high-risk prostate cancer patient cohort with primary tumor specimens assembled in a tissue microarray (TMA).  Results:   The overall rate of AR-V7 positive TMA cores was comparable (AG10008, 24.9%; RM7, 21%). However, the percentage agreement of identical staining intensities of positive cores was only 7%. In contrast, the percentage agreement of negative cores was 62.8%. In approximately 30% of the cores, the antibodies produced discordant staining intensities. Only one of the two antibody stainings (AG10008) conveyed prognostic information and was associated with a shorter progression-free patient survival.  Conclusions:   Our study underscores that nuclear AR-V7 expression can be detected in primary prostate cancer prior to long-term androgen deprivation and castration resistance. There are staining differences between the two antibodies in tumor tissue, for which we currently have no explanation. Clearly, improvements in the detection of functional AR-V7 in prostate cancer are urgently needed.""","""['Adam Kaczorowski', 'Xin Chen', 'Esther Herpel', 'Axel S Merseburger', 'Glen Kristiansen', 'Christof Bernemann', 'Markus Hohenfellner', 'Marcus V Cronauer', 'Stefan Duensing']""","""[]""","""2020""","""None""","""Cancer Treat Res Commun""","""['Detection of AR-V7 in primary prostate cancer.', 'AR-V7 biomarker testing for primary prostate cancer: The ongoing challenge of analytical validation and clinical qualification.', 'Analytical Validation and Clinical Qualification of a New Immunohistochemical Assay for Androgen Receptor Splice Variant-7 Protein Expression in Metastatic Castration-resistant Prostate Cancer.', 'Overexpression of nuclear AR-V7 protein in primary prostate cancer is an independent negative prognostic marker in men with high-risk disease receiving adjuvant therapy.', 'Prognostic Value of Androgen Receptor Splice Variant 7 in the Treatment of Castration-resistant Prostate Cancer with Next generation Androgen Receptor Signal Inhibition: A Systematic Review and Meta-analysis.', 'ARV-7: A biomarker for the treatment of metastatic castration-resistant prostate cancer.', 'Methods for androgen receptor splice variant-7 detection: Advances in studies.', 'Assessment of Androgen Receptor Splice Variant-7 as a Biomarker of Clinical Response in Castration-Sensitive Prostate Cancer.', 'Androgen receptor splice variant 7 detected by immunohistochemical is an independent poor prognostic marker in men receiving adjuvant androgen-deprivation therapy after radical prostatectomy.', 'AR-V7 biomarker testing for primary prostate cancer: The ongoing challenge of analytical validation and clinical qualification.', 'Using biochemistry and biophysics to extinguish androgen receptor signaling in prostate cancer.', 'Clinical Actionability of the Genomic Landscape of Metastatic Castration Resistant Prostate Cancer.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619771""","""https://doi.org/10.1016/j.jprot.2020.103888""","""32619771""","""10.1016/j.jprot.2020.103888""","""Investigation of spectroscopic and proteomic alterations underlying prostate carcinogenesis""","""Prostate cancer (PCa) treatment remains challenging, especially in advanced stages, where the lack of sensitivity and specificity of available biomarkers makes it difficult to establish an accurate prognosis. Therefore, it is imperative to study PCa biology to identify key molecules that can improve PCa management. In this study, eight prostate tumor tissues and paired normal tissues were analyzed using two approaches-Fourier-transform infrared (FT-IR) spectroscopy for spectroscopic profiling of biomolecules and antibody microarray for signaling proteins-with the main goal of identifying metabolic and proteomic changes that enable the distinction between normal and tumor conditions. Principal component analysis of FT-IR spectra revealed different spectroscopic signals for each condition. The most relevant changes in prostate tumor tissues identified by FT-IR were dysregulation in lipid metabolism, lower polysaccharide and glycogen content, higher nucleic acid content, and increased protein phosphorylation. Using an antibody microarray, 42 proteins were identified as differentially regulated between the two conditions; 14 of those revealed changes in their phosphorylation status. These proteins include transcription factors and kinases and constitute a highly-interconnected interaction network. Altogether, our data reveal metabolic and proteomic alterations that may be of interest in future translational studies aimed at establishing PCa prognosis and treatment. SIGNIFICANCE: Prostate tumor tissues and adjacent benign tissues were analyzed using two approaches-Fourier-transform infrared (FT-IR) spectroscopy for biomolecules and an antibody microarray for signaling proteins, which allowed to identify a panel of metabolic and proteomic alterations that may be of interest in future translational studies to enable the distinction between normal and tumor conditions.""","""['Juliana Felgueiras', 'Joana Vieira Silva', 'Alexandra Nunes', 'Inês Fernandes', 'António Patrício', 'Nuno Maia', 'Steven Pelech', 'Margarida Fardilha']""","""[]""","""2020""","""None""","""J Proteomics""","""['Diagnosis of colon cancer with Fourier transform infrared spectroscopy on the malignant colon tissue samples.', 'Translational Metabolomics of Head Injury: Exploring Dysfunctional Cerebral Metabolism with Ex Vivo NMR Spectroscopy-Based Metabolite Quantification.', 'Attenuated Total Reflection Fourier Transform Infrared Spectroscopy combined with chemometric modelling for the classification of clinically relevant Enterococci.', 'Metabolic profiling of recombinant Escherichia coli cultivations based on high-throughput FT-MIR spectroscopic analysis.', 'Secondary structure of food proteins by Fourier transform spectroscopy in the mid-infrared region.', 'The most effective but largely ignored target for prostate cancer early detection and intervention.', 'The Integration of Metabolomics with Other Omics: Insights into Understanding Prostate Cancer.', 'The Impact of Lifestyle on Prostate Cancer: A Road to the Discovery of New Biomarkers.', 'Fourier-Transform Infrared Spectroscopy as a Discriminatory Tool for Myotonic Dystrophy Type 1 Metabolism: A Pilot Study.', 'Metabolic Alterations in Myotonic Dystrophy Type 1 and Their Correlation with Lipin.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619716""","""https://doi.org/10.1016/j.pdpdt.2020.101909""","""32619716""","""10.1016/j.pdpdt.2020.101909""","""Pheophorbide a-mediated sonodynamic, photodynamic and sonophotodynamic therapies against prostate cancer""","""Anticancer efficiencies and mechanisms of Pheophorbide-a-mediated photodynamic, sonodynamic and sonophotodynamic therapies were investigated in vitro using androgen-sensitive (LNCaP) and androgen insensitive (PC3) prostate cancer cell lines. The cells were incubated in RPMI-1640 media at various concentrations of Pheophorbide-a. The media was treated with 0.5 W/cm2 ultrasound and/or 0.5 mJ/cm2 light irradiation. Cell proliferation in both cell lines was inhibited most effectively by sonophotodynamic therapy in comparison to that of both monotherapies. LNCaP cells were more sensitive to the applied treatments and the cell survival in LNCaP cell line was observed to be less than that of PC3 cell line. The results of histochemical analysis showed that there were more apoptotic cells in the treatment groups in comparison to control group. Additionally, the treatments induced apoptosis deduced by the overexpressed levels of caspase-3, caspase-8, PARP, and Bax proteins, while the expression levels of caspase-9 and Bcl-2 proteins were observed to be lower than those of control group. Treatments led to an increase in the oxidative stress markers, ROS and MDA, but a decrease in the activities of antioxidant enzymes, SOD, CAT and GSH. The results of this study revealed that Pheophorbide a-mediated sonophotodynamic therapy more efficiently activates the apoptotic mechanisms in prostate cancer cells and thus may provide a promising approach for treatment.""","""['Mehran Aksel', 'Ozlem Bozkurt-Girit', 'Mehmet Dincer Bilgin']""","""[]""","""2020""","""None""","""Photodiagnosis Photodyn Ther""","""['Titaniumdioxide mediated sonophotodynamic therapy against prostate cancer.', 'Photodynamic therapy using pheophorbide and 670nm LEDs exhibits anti-cancer effects in-vitro in androgen dependent prostate cancer.', 'Proteomic analysis reveals that pheophorbide a-mediated photodynamic treatment inhibits prostate cancer growth by hampering GDP-GTP exchange of ras-family proteins.', 'Zinc-pheophorbide a-highly efficient low-cost photosensitizer against human adenocarcinoma in cellular and animal models.', 'The chlorophyll catabolite pheophorbide a as a photosensitizer for the photodynamic therapy.', 'The synthesis of novel water-soluble zinc (II) phthalocyanine based photosensitizers and exploring of photodynamic therapy activities on the PC3 cancer cell line.', 'Enhanced Photodynamic Therapy: A Review of Combined Energy Sources.', 'Pheophorbide A-Mediated Photodynamic Therapy Potentiates Checkpoint Blockade Therapy of Tumor with Low PD-L1 Expression.', 'Emerging photodynamic/sonodynamic therapies for urological cancers: progress and challenges.', 'Bifunctional Therapeutic Application of Low-Frequency Ultrasound Associated with Zinc Phthalocyanine-Loaded Micelles.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619596""","""https://doi.org/10.1016/j.urology.2020.06.025""","""32619596""","""10.1016/j.urology.2020.06.025""","""Predictors of Prostate-specific Membrane Antigen (PSMA/FOLH1) Expression in a Genomic Database""","""Objective:   To assess predictors of prostate-specific membrane antigen (PSMA) expression in a genomic database; positron emission tomography with PSMA-targeted radiopharmaceuticals is increasingly being utilized.  Methods:   The de-identified Decipher Biosciences database, which includes expression for more than 46,000 coding and noncoding genes per patient, was queried for expression of FOLH1 (PSMA). Prostate cancer patients who underwent radical prostatectomy and received the Decipher Test were included in the analysis. PSMA expression was compared to the Gleason Grade Group, Decipher risk category (a validated 22 biomarker genomic score), basal versus luminal molecular subtype, and androgen receptor activity. Multivariable regression analyses were performed.  Results:   The Decipher de-identified Decipher Biosciences database contained 16,807 men who underwent prostatectomy with the average age being 65-year old and most being Gleason Grade Group 2 (35%) or 3 (27%). Higher Grade Group was associated with higher PSMA expression except in Grade Group 5 [Grade group: 1 (0.66), 2 (0.84), 3 (0.99), 4 (1.07), 5 (0.99), P <.001]. Luminal subtype was found to have much higher PSMA expression when compared to basal (1.01 vs 0.68, P <.001). The androgen receptor activity signature demonstrated a dramatic difference between basal (0.19) and luminal (0.62) subtypes (P <.001). In the multivariable model, luminal patients, high androgen receptor activity scores, and high Grade Groups were significantly associated with higher FOLH1 percentile rank (P <.001).  Conclusion:   High PSMA expression (FOLH1) was associated with high androgen receptor activity and luminal subtype. Genomic tests could aid in predicting, interpreting, and/or directing PSMA theranostics.""","""['Clinton D Bahler', 'Melissa M Johnson', 'Elai Davicioni', 'Jingbin Zhang', 'Liang Cheng', 'Mark A Green', 'Michael O Koch']""","""[]""","""2020""","""None""","""Urology""","""['Impact of Androgen Receptor Activity on Prostate-Specific Membrane Antigen Expression in Prostate Cancer Cells.', 'Efficacy, Predictive Factors, and Prediction Nomograms for 68Ga-labeled Prostate-specific Membrane Antigen-ligand Positron-emission Tomography/Computed Tomography in Early Biochemical Recurrent Prostate Cancer After Radical Prostatectomy.', 'The role of (68Ga)PSMA I&T in biochemical recurrence after radical prostatectomy: detection rate and the correlation between the level of PSA, Gleason score, and the SUVmax.', 'Prostate-Specific Membrane Antigen (PSMA) Theranostics for Treatment of Oligometastatic Prostate Cancer.', 'PSMA-radioguided surgery in localised recurrent prostate cancer.', 'Biomarkers in Prostate-Specific Membrane Antigen Theranostics.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619574""","""https://doi.org/10.1016/j.ygeno.2020.06.035""","""32619574""","""10.1016/j.ygeno.2020.06.035""","""Bioinformatics analysis of the genes involved in the extension of prostate cancer to adjacent lymph nodes by supervised and unsupervised machine learning methods: The role of SPAG1 and PLEKHF2""","""The present study aimed to identify the genes associated with the involvement of adjunct lymph nodes of patients with prostate cancer (PCa) and to provide valuable information for the identification of potential diagnostic biomarkers and pathological genes in PCa metastasis. The most important candidate genes were identified through several machine learning approaches including K-means clustering, neural network, Naïve Bayesian classifications and PCA with or without downsampling. In total, 21 genes associated with lymph nodes involvement were identified. Among them, nine genes have been identified in metastatic prostate cancer, six have been found in the other metastatic cancers and four in other local cancers. The amplification of the candidate genes was evaluated in the other PCa datasets. Besides, we identified a validated set of genes involved in the PCa metastasis. The amplification of SPAG1 and PLEKHF2 genes were associated with decreased survival in patients with PCa.""","""['Elham Shamsara', 'Jamal Shamsara']""","""[]""","""2020""","""None""","""Genomics""","""['Up-regulation of LIMK1 expression in prostate cancer is correlated with poor pathological features, lymph node metastases and biochemical recurrence.', 'Supervised and unsupervised algorithms for bioinformatics and data science.', 'Bioinformatic identification of differentially expressed genes associated with prognosis of locally advanced lymph node-positive prostate cancer.', 'Screening and identification of significant genes related to tumor metastasis and PSMA in prostate cancer using microarray analysis.', 'Expression of miR-132 and miR-212 in prostate cancer and metastatic lymph node: Case report and revision of the literature.', 'Genome-wide association study finds multiple loci associated with intraocular pressure in HS rats.', 'Genomic Landscape Alterations in Primary Tumor and Matched Lymph Node Metastasis in Hormone-Naïve Prostate Cancer Patients.', 'The PH Domain and C-Terminal polyD Motif of Phafin2 Exhibit a Unique Concurrence in Animals.', 'A transcriptomic signature for prostate cancer relapse prediction identified from the differentially expressed genes between TP53 mutant and wild-type tumors.', 'Comprehensive analysis of SPAG1 expression as a prognostic and predictive biomarker in acute myeloid leukemia by integrative bioinformatics and clinical validation.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619556""","""https://doi.org/10.1016/j.fct.2020.111517""","""32619556""","""10.1016/j.fct.2020.111517""","""Glycolysis inhibition and apoptosis induction in human prostate cancer cells by FV-429-mediated regulation of AR-AKT-HK2 signaling network""","""Prostate cancer (PCa) depends on androgen receptor (AR) signaling to regulate cell metabolism, including glycolysis, and thereby promotes tumor growth. Glycolysis is overactive in PCa and associated with poor prognosis, but the therapeutic efficacy of glycolysis inhibitors has thus far been limited by their inability to induce cell death. FV-429, a flavonoid derivative of Wogonin, is a glycolysis inhibitor that has shown anti-cancer promise. In this study, we used FV-429 as an anti-PCa agent and investigated its mechanisms of action. In vitro, both the glycolytic ability and the viability of PCa cells were inhibited by FV-429. We found that FV-429 could induce mitochondrial dysfunction and apoptosis, with AKT-HK2 signaling pathway playing a key role. In addition, FV-429 had a pro-apoptotic effect on human prostate cancer cells that relied on the inhibition of AR expression and activity. In vivo, FV-429 exerted significant tumor-repressing activity with high safety in the xenograft model using LNCaP cells. In summary, we demonstrated that FV-429 induced glycolysis inhibition and apoptosis in human prostate cancer cells by downregulating the AR-AKT-HK2 signaling network, making FV-429 a promising candidate as one therapeutic agent for advanced PCa.""","""['Xian Chen', 'Libin Wei', 'Liliang Yang', 'Wenjing Guo', 'Qinglong Guo', 'Yuxin Zhou']""","""[]""","""2020""","""None""","""Food Chem Toxicol""","""['Licochalcone A suppresses hexokinase 2-mediated tumor glycolysis in gastric cancer via downregulation of the Akt signaling pathway.', 'mTOR is a fine tuning molecule in CDK inhibitors-induced distinct cell death mechanisms via PI3K/AKT/mTOR signaling axis in prostate cancer cells.', 'Regulation of Akt/FOXO3a/GSK-3beta/AR signaling network by isoflavone in prostate cancer cells.', 'Mechanisms of prostate cancer cell survival after inhibition of AR expression.', 'Androgen action in the prostate gland.', 'Inhibition of glycolysis represses the growth and alleviates the endoplasmic reticulum stress of breast cancer cells by regulating TMTC3.', 'Identification and validation of a signature involving voltage-gated chloride ion channel genes for prediction of prostate cancer recurrence.', 'HIF-1α Is a Rational Target for Future Ovarian Cancer Therapies.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619455""","""https://doi.org/10.1016/j.radonc.2020.06.039""","""32619455""","""10.1016/j.radonc.2020.06.039""","""Does ADT benefit unfavourable intermediate risk prostate cancer patients treated with brachytherapy boost and external beam radiotherapy? A propensity-score matched analysis""","""Purpose:   To investigate the role of androgen deprivation therapy (ADT) in unfavorable intermediate risk (UIR) prostate cancer patients treated with high-dose rate (HDR) brachytherapy (BT) boost.  Material and methods:   Data from 326 consecutive NCCN UIR prostate cancer patients treated in a single institution from 2009 to 2016 with 15 Gy HDR-BT boost plus 37.5 Gy external beam radiotherapy (EBRT) in 15 fractions to prostate and proximal seminal vesicles were retrospectively collected. Baseline information was collected and patients receiving vs. not receiving ADT were matched using a propensity-score model. Primary endpoint was biochemical-failure-free survival (BFFS). Kaplan-Meier estimates and stratified log-rank tests (adjusting for matched design) were used to compare BFFS, castration-resistance (CRFS) and metastasis free survival (MFS) outcomes between both groups.  Results:   A total of 326 patients were included in the analysis of which 52 ADT patients were matched to 104 non-ADT patients in a 1:2 ratio. Median follow-up was 3.4 years and 5.5 years for ADT and non-ADT respectively. No significant baseline differences were observed. ADT was used for a median total time of 6 months (interquartile range [IQR]: 4-6) and delivered a median time of 2.7 months (IQR: 1.7-4.3) prior to HDR-BT. BFFS was significantly improved in the ADT group (stratified log-rank: p = 0.043) with 3-year and 6-year BFFS of 98% and 90% for the ADT group and 92% and 82% for the non-ADT group, respectively. No significant differences were detected for CRFS or MFS.  Conclusion:   Short-term ADT increased BFFS in UIR prostate cancer patients treated with HDR-BT boost plus EBRT.""","""['Lucas C Mendez', 'Kevin Martell', 'Andrew Warner', 'Chia-Lin Tseng', 'Hans Chung', 'Andrew Loblaw', 'George B Rodrigues', 'Gerard Morton']""","""[]""","""2020""","""None""","""Radiother Oncol""","""['Results of 15\u202fGy HDR-BT boost plus EBRT in intermediate-risk prostate cancer: Analysis of over 500 patients.', 'Brachytherapy improves biochemical failure-free survival in low- and intermediate-risk prostate cancer compared with conventionally fractionated external beam radiation therapy: a propensity score matched analysis.', 'Assessing the impact of brachytherapy boost and androgen deprivation therapy on survival outcomes for patients with unfavorable intermediate-risk prostate cancer patients treated with external beam radiotherapy.', 'American Brachytherapy Society Task Group Report: Use of androgen deprivation therapy with prostate brachytherapy-A systematic literature review.', 'Irradiation of localized prostate cancer in the elderly: A systematic literature review.', 'Prostate-specific antigen kinetics and metastasis-free survival in patients treated with external beam radiotherapy combined with high-dose-rate brachytherapy boost and androgen deprivation therapy for localized prostate cancer.', 'Low-/high-dose-rate brachytherapy boost in patients with intermediate-risk prostate cancer treated with radiotherapy: long-term results from a single institution team experience.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619406""","""https://doi.org/10.1016/j.ccell.2020.05.022""","""32619406""","""10.1016/j.ccell.2020.05.022""","""SETD2 Restricts Prostate Cancer Metastasis by Integrating EZH2 and AMPK Signaling Pathways""","""The level of SETD2-mediated H3K36me3 is inversely correlated with that of EZH2-catalyzed H3K27me3. Nevertheless, it remains unclear whether these two enzymatic activities are molecularly intertwined. Here, we report that SETD2 delays prostate cancer (PCa) metastasis via its substrate EZH2. We show that SETD2 methylates EZH2 which promotes EZH2 degradation. SETD2 deficiency induces a Polycomb-repressive chromatin state that enables cells to acquire metastatic traits. Conversely, mice harboring nonmethylated EZH2 mutant or SETD2 mutant defective in binding to EZH2 develop metastatic PCa. Furthermore, we identify that metformin-stimulated AMPK signaling converges at FOXO3 to stimulate SETD2 expression. Together, our results demonstrate that the SETD2-EZH2 axis integrates metabolic and epigenetic signaling to restrict PCa metastasis.""","""['Huairui Yuan', 'Ying Han', 'Xuege Wang', 'Ni Li', 'Qiuli Liu', 'Yuye Yin', 'Hanling Wang', 'Lulu Pan', 'Li Li', 'Kun Song', 'Tong Qiu', 'Qiang Pan', 'Qilong Chen', 'Guoying Zhang', 'Yi Zang', 'Minjia Tan', 'Jian Zhang', 'Qintong Li', 'Xiaoming Wang', 'Jun Jiang', 'Jun Qin']""","""[]""","""2020""","""None""","""Cancer Cell""","""['SETting Up for Epigenetic Regulation of Advanced Prostate Cancer.', 'Uro-Science.', 'SETting Up for Epigenetic Regulation of Advanced Prostate Cancer.', 'BRCA1 and EZH2 cooperate in regulation of prostate cancer stem cell phenotype.', 'Androgens suppress EZH2 expression via retinoblastoma (RB) and p130-dependent pathways: a potential mechanism of androgen-refractory progression of prostate cancer.', 'Mutations and deletions of PRC2 in prostate cancer.', 'Functional and therapeutic significance of EZH2 in urological cancers.', 'The DUBA-SLC7A11-c-Myc axis is critical for stemness and ferroptosis.', 'Metformin and cancer hallmarks: shedding new lights on therapeutic repurposing.', 'H3 histone methylation landscape in male urogenital cancers: from molecular mechanisms to epigenetic biomarkers and therapeutic targets.', 'Histone methyltransferase SETD2: An epigenetic driver in clear cell renal cell carcinoma.', 'Metformin regulates expression of DNA methyltransferases through the miR-148/-152 family in non-small lung cancer cells.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619361""","""https://doi.org/10.1080/14786419.2020.1784174""","""32619361""","""10.1080/14786419.2020.1784174""","""Celosiadines A and B, unusual guanidine alkaloids from Iresine diffusa""","""Two unusual di-isopentenyl guanidine alkaloids, named celosiadines A (1) and B (2), were isolated from Iresine diffusa aerial parts. The structures of the compounds were elucidated from extensive spectroscopic analyses including HRMS, NMR and ECD. Celosiadines A and B showed favorable binding affinity to the androgen receptor (AR) in silico and were cytotoxic towards AR-sensitive (LNCaP) but not AR-insensitive (PC3) human prostate cancer cells in vitro.""","""['Caroline Killian', 'Shelby L Johnson', 'Hang Ma', 'Brendan McKeown', 'Luke McDougall', 'Robert Hurta', 'Yongqiang Liu', 'Navindra P Seeram']""","""[]""","""2022""","""None""","""Nat Prod Res""","""['New Guanidine Alkaloids Batzelladines O and P from the Marine Sponge Monanchora pulchra Induce Apoptosis and Autophagy in Prostate Cancer Cells.', 'Urupocidin C: a new marine guanidine alkaloid which selectively kills prostate cancer cells via mitochondria targeting.', 'Guanidine Alkaloids from the Marine Sponge Monanchora pulchra Show Cytotoxic Properties and Prevent EGF-Induced Neoplastic Transformation in Vitro.', 'Affinity of Iresine herbstii and Brugmansia arborea extracts on different cerebral receptors.', 'Non-genomic effects of the androgen receptor and vitamin D agonist are involved in suppressing invasive phenotype of prostate cancer cells.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/32619138""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc7493237/""","""32619138""","""PMC7493237""","""PSMA PET/CT Identifies Intrapatient Variation in Salivary Gland Toxicity From Iodine-131 Therapy""","""Introduction:   Xerostomia is a well-known complication after iodine-131 (131I) therapy for thyroid carcinoma. It is currently insufficiently understood how the dose and biodistribution of 131I relates to salivary gland toxicity, and whether this is consistent for all salivary glands within a single patient. Prostate-specific membrane antigen (PSMA) positron emission tomography/computed tomography (PET/CT) was recently introduced as a new tool to evaluate the relative loss of vital acinar cells in individual salivary glands. We aimed to assess gland-specific salivary gland toxicity after 131I-therapy using PSMA PET/CT.  Methods:   Five patients with differentiated thyroid cancer underwent [68Ga]Ga-PSMA-11 PET/CT to evaluate their eligibility for peptide radioligand therapy with [177Lu]Lu-PSMA-617. Uptake patterns in salivary glands were evaluated visually and quantitatively as an indicator of vital acinar cell loss after prior 131I-therapy.  Results:   Four of 5 patients demonstrated significant lowered uptake in at least one salivary gland, after receiving at least 2 131I-treatments. Asymmetric loss of vital acinar cells occurred by gland type (parotid/submandibular) and location (right/left). The other salivary glands in these patients and all salivary glands in the fifth patient showed normal uptake, demonstrating high intrapatient and interpatient variability.  Conclusions: 131I-therapy can induce salivary gland toxicity with high inter- but also high intrapatient variation among separate gland locations, which can be assessed with PSMA PET/CT. This new technique offers potential to guide further development and evaluation of protective measures in patients receiving 131I-therapy.""","""['Vineet Mohan', 'Wouter V Vogel', 'Gerlof D Valk', 'Jan P de Boer', 'Marnix G E H Lam', 'Bart de Keizer']""","""[]""","""2020""","""None""","""Mol Imaging""","""['The value of 68\xa0Ga-PSMA-11 positron emission tomography/computerized tomography in evaluating the lacrimal and salivary glands function.', 'Potential Applications of 68Ga-PSMA-11 PET/CT in the Evaluation of Salivary Gland Uptake Function: Preliminary Observations and Comparison with 99mTcO4 - Salivary Gland Scintigraphy.', 'Physiologic distribution of PSMA-ligand in salivary glands and seromucous glands of the head and neck on PET/CT.', 'The salivary glands as a dose limiting organ of PSMA- targeted radionuclide therapy: A review of the lessons learnt so far.', 'RadioLigand Therapy with 177LuLu-PSMA-617 for Salivary Gland Cancers: Literature Review and First Compassionate Use in France.', 'Assessment of salivary gland function after 177Lu-PSMA radioligand therapy: Current concepts in imaging and management.']"""
