,id,PMID Link,DOI Link,PMID,DOI,Title,Abstract,Authors,Affiliations,Year,Date,Journal,Citations
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213519""","""https://doi.org/10.1002/pros.22471""","""22213519""","""10.1002/pros.22471""","""Altered association of interleukin-6 with sex steroids in lipid metabolism disorder in men with prostate cancer receiving androgen deprivation therapy""","""Background:   Interleukin-6 produced in adipose tissue plays a role in lipid metabolism, and also interacts with sex steroids. This study was performed to elucidate the mechanism of lipid metabolism disorder during androgen deprivation therapy (ADT) in terms of the association of interleukin-6 with sex steroids.  Methods:   Seventy-two patients with localized prostate cancer were prospectively studied based on their body-composition and blood samples before and after ADT for 6 months.  Results:   Before ADT, serum interleukin-6 levels were inversely correlated with serum total-testosterone (rs = -0.305, P = 0.009) and dihydrotestosterone (rs = -0.380, P = 0.006) concentrations, but not correlated with adrenal androgen or estradiol levels. Pretreatment interleukin-6 levels were positively correlated with %body fat (rs = 0.349, P = 0.003) and %visceral fat (rs = 0.384, P = 0.001). After ADT, %body fat increased (P < 0.001) and lean body mass decreased (P = 0.036). After ADT, in contrast to the pretreatment relationship, interleukin-6 levels were positively correlated with total-testosterone concentrations (rs = 0.343, P = 0.003), and were positively correlated also with levels of androstenedione (rs = 0.351, P = 0.002) and estoradiol (rs = 0.335, P = 0.004). Interleukin-6 levels were equivalent between before and after ADT (2.02 vs. 2.16 pg/ml, P = 0.205), but the positive correlation between interleukin-6 levels and %body or %visceral fat noted before ADT disappeared after ADT.  Conclusions:   Posttreatment interleukin-6 levels had a strong positive correlation with total-testosterone, androstenedione, and estradiol levels, suggesting that a regulation loop may emerge between these sex steroids and interleukin-6 during ADT. The altered association between interleukin-6 and sex steroids is possibly involved in ADT-related lipid metabolism disorder with unchanged interleukin-6 levels despite increased %body fat.""","""['Shuichi Komatsu', 'Noboru Hara', 'Fumio Ishizaki', 'Tsutomu Nishiyama', 'Itsuhiro Takizawa', 'Etsuko Isahaya', 'Takashi Kawasaki', 'Kota Takahashi']""","""[]""","""2012""","""None""","""Prostate""","""['Deficiency in androgens and upregulation of insulin-like growth factor-1 are involved in high bone turnover in men receiving androgen deprivation therapy for prostate cancer.', 'Decrease in lean body mass in men with prostate cancer receiving androgen deprivation therapy: mechanism and biomarkers.', 'Insulin-like growth factor-1 is associated with regulation of the luteinizing hormone production in men receiving androgen deprivation therapy with gonadotropin-releasing hormone analogues for localized prostate cancer.', 'Increased risk of metabolic syndrome, diabetes mellitus, and cardiovascular disease in men receiving androgen deprivation therapy for prostate cancer.', 'Intra-prostatic androgen levels during various androgen-blockade regimens.', 'Multi-omics & pathway analysis identify potential roles for tumor N-acetyl aspartate accumulation in murine models of castration-resistant prostate cancer.', 'Accumulation of Palmitoylcarnitine and Its Effect on Pro-Inflammatory Pathways and Calcium Influx in Prostate Cancer.', 'Prostate carcinogenesis with diabetes and androgen-deprivation-therapy-related diabetes: an update.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213475""","""https://doi.org/10.1002/hep.25549""","""22213475""","""10.1002/hep.25549""","""Amplified in breast cancer 1 enhances human cholangiocarcinoma growth and chemoresistance by simultaneous activation of Akt and Nrf2 pathways""","""Transcriptional coactivator amplified in breast cancer 1 (AIB1) plays important roles in the progression of several cancers such as prostate cancer, breast cancer, and hepatocellular carcinoma. However, its role in cholangiocarcinoma (CCA), a chemoresistant bile duct carcinoma with a poor prognosis, remains unclear. In this study we found that AIB1 protein was frequently overexpressed in human CCA specimens and CCA cell lines. Down-regulation of AIB1 induced the G2/M arrest and decreased the expression of mitosis-promoting factors including Cyclin A, Cyclin B, and Cdk1 through suppressing the Akt pathway, which resulted in inhibiting CCA cell proliferation. In addition, AIB1 enhanced the chemoresistance of CCA cells at least in part through up-regulating the expression of antiapoptotic protein Bcl-2. AIB1 regulated the expression of Bcl-2 in CCA cells through activating the Akt pathway as well as suppressing intracellular reactive oxygen species (ROS). AIB1 suppressed ROS by up-regulating antioxidants such as glutathione synthetase and glutathione peroxidase, which are targets of the NF-E2-related factor 2 (Nrf2), a critical transcription factor that regulates antioxidants, detoxification enzymes, and drug efflux proteins. AIB1 also increased the expression of another two Nrf2 targets, ABCC2 and ABCG2, to enhance drug efflux. AIB1 served as an essential coactivator for Nrf2 activation by physically interacting with Nrf2 to enhance its transcriptional activity.  Conclusion:   AIB1 plays an important role in proliferation and chemoresistance of CCA through simultaneous activation of Akt and Nrf2 pathways, suggesting that AIB1 is a potential molecular target for CCA treatment.""","""['Qiang Chen', 'Wenjiao Li', 'Yunyan Wan', 'Xiaochun Xia', 'Qiao Wu', 'Yanling Chen', 'Zhide Lai', 'Chundong Yu', 'Wengang Li']""","""[]""","""2012""","""None""","""Hepatology""","""['Oncogenic activity of retinoic acid receptor γ is exhibited through activation of the Akt/NF-κB and Wnt/β-catenin pathways in cholangiocarcinoma.', 'Nrf2 inhibition sensitizes cholangiocarcinoma cells to cytotoxic and antiproliferative activities of chemotherapeutic agents.', 'Cryptotanshinone induces cell cycle arrest and apoptosis through the JAK2/STAT3 and PI3K/Akt/NFκB pathways in cholangiocarcinoma cells.', 'Role of Nrf2 in cancer photodynamic therapy: regulation of human ABC transporter ABCG2.', 'Wnt/β-catenin signaling as an emerging potential key pharmacological target in cholangiocarcinoma.', 'Molecular Targets and Signaling Pathways in Cholangiocarcinoma: A Systematic Review.', 'Overcome Drug Resistance in Cholangiocarcinoma: New Insight Into Mechanisms and Refining the Preclinical Experiment Models.', 'SRC-3, a Steroid Receptor Coactivator: Implication in Cancer.', 'Upregulation of amplified in breast cancer 1 contributes to pancreatic ductal adenocarcinoma progression and vulnerability to blockage of hedgehog activation.', 'Non-esterified Fatty Acid Induce Dairy Cow Hepatocytes Apoptosis via the Mitochondria-Mediated ROS-JNK/ERK Signaling Pathway.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213470""","""https://doi.org/10.1002/pros.22470""","""22213470""","""10.1002/pros.22470""","""A direct comparison of the diagnostic accuracy of three prostate cancer nomograms designed to predict the likelihood of a positive initial transrectal biopsy""","""Background:   Several tools have been developed to predict the outcome of prostate biopsies performed to diagnosis prostate cancer (PCa). However, few studies have focused on the comparative accuracy of these predictive tools. We aim to establish the predictive accuracy of three commonly used nomograms by comparing their prostate biopsy outcome predictions with actual pathological results.  Methods:   From January 2008 to December 2010, 708 consecutive patients with an elevated serum PSA level and/or abnormal DRE were referred to our institution. All data were collected prospectively. All patients underwent a TRUS 12-core biopsy. Probability of a positive biopsy was predicted using three online risk calculation nomograms. The discriminative ability of the nomograms was assessed via AUC and the most accurate model was calibrated and compared to actual biopsy results.  Results:   Of 667 patients fulfilling all three nomograms criteria, 384 (57.5%) had PCa and 283 (42.5%) did not. AUC for the PCPT-CRC, SWOP-PRI, and Montreal nomograms was 0.68 (95% CI, 0.63-0.72), 0.72 (95% CI, 0.68-0.76), and 0.79 (95% CI, 0.76-0.82), respectively. A comparison of the three models' performance showed that the Montreal model provided the greatest predictive accuracy (P = 0.03).  Conclusions:   External validation of three commonly used nomograms designed to predict the likelihood of a positive prostate biopsy reveals the Montreal model was more accurate than either the PCPT-CRC or SWOP-PRI models. The Montreal nomogram achieves a diagnostic accuracy of 79% and is superior to PSA alone though we await further research to define the probability (of cancer) threshold above which a prostate biopsy would be advised.""","""['Idir Ouzaid', 'David R Yates', 'Vincent Hupertan', 'Pierre Mozer', 'Emmanuel Chartier-Kastler', 'Alain Haertig', 'Marc-Olivier Bitker', 'Morgan Rouprêt']""","""[]""","""2012""","""None""","""Prostate""","""['Comparison of two on-line risk calculators versus the detection of circulating prostate cells for the detection of high risk prostate cancer at first biopsy..', 'Head-to-head comparison of two online nomograms for prostate biopsy outcome prediction.', 'Development, validation, and head-to-head comparison of logistic regression-based nomograms and artificial neural network models predicting prostate cancer on initial extended biopsy.', 'Prospective evaluation of prostate specific antigen and prostate specific antigen density in the detection of nonpalpable and stage T1C carcinoma of the prostate.', 'The development of nomograms for stratification of men at risk of prostate cancer prior to prostate biopsy.', 'Prediction models for prostate cancer to be used in the primary care setting: a systematic review.', 'Defining the radiobiology of prostate cancer progression: An important question in translational prostate cancer research.', 'Prostate cancer nomograms: a review of their use in cancer detection and treatment.', 'Chinese nomogram to predict probability of positive initial prostate biopsy: a study in Taiwan region.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213442""","""https://doi.org/10.1002/pros.22460""","""22213442""","""10.1002/pros.22460""","""High mobility group protein AT-hook 1 (HMGA1) is associated with the development of androgen independence in prostate cancer cells""","""Background:   We previously reported that the level of high mobility group protein AT-hook 1 (HMGA1) is low in androgen-dependent prostate cancer (PCa) cells (LNCaP), but is high in androgen-independent PCa cells (DU145 and PC-3) and that HMGA1 is a strong candidate gene playing a potential role in the progression of PCa. These findings have prompted us to evaluate the effect of HMGA1 on developing androgen independency, which is associated with the progression of PCa.  Methods:   Expression of HMGA1 in PCa cells and mouse tissues was examined by Western blot. In order to examine the effect of HMGA1 on cell growth under androgen-deprived condition, we transfected HMGA1 into LNCaP cells, and siRNA into both DU145 and PC-3 cells, respectively.  Results:   Androgen-deprivation induced an increase in the level of HMGA1 in LNCaP cells in vitro and in vivo, but did not in normal prostate tissue. Overexpression of HMGA1 maintained the cell growth of LNCaP under androgen-deprived condition. Furthermore, knockdown of HMGA1 suppressed the cell growth of DU145 and PC-3.  Conclusions:   These data suggest that elevated expression of HMGA1 is associated with the transition of PCa cells from androgen-sensitive to androgen-independent growth and plays a role in the cell growth of androgen-independent PCa cells.""","""['Ichiro Takeuchi', 'Natsuki Takaha', 'Terukazu Nakamura', 'Fumiya Hongo', 'Kazuya Mikami', 'Kazumi Kamoi', 'Koji Okihara', 'Akihiro Kawauchi', 'Tsuneharu Miki']""","""[]""","""2012""","""None""","""Prostate""","""['Downregulation of miR-195 promotes prostate cancer progression by targeting HMGA1.', 'Down-regulation of calcium/calmodulin-dependent protein kinase kinase 2 by androgen deprivation induces castration-resistant prostate cancer.', 'Enhanced androgen receptor signaling correlates with the androgen-refractory growth in a newly established MDA PCa 2b-hr human prostate cancer cell subline.', 'Crosstalk Between Androgen-sensitive and Androgen-insensitive Prostate Cancer Cells.', 'The high mobility group A1 gene: transforming inflammatory signals into cancer?', 'A Novel Therapeutic Mechanism of Imipridones ONC201/ONC206 in MYCN-Amplified Neuroblastoma Cells via Differential Expression of Tumorigenic Proteins.', 'Interception Targets of Angelica Gigas Nakai Root Extract versus Pyranocoumarins in Prostate Early Lesions and Neuroendocrine Carcinomas in TRAMP Mice.', 'HMGA1 Regulates the Stem Cell-Like Properties of Circulating Tumor Cells from GIST Patients via Wnt/β-Catenin Pathway.', 'HMGA1 in cancer: Cancer classification by location.', 'IL-24 modulates the high mobility group (HMG) A1/miR222 /AKT signaling in lung cancer cells.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213289""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc3525707/""","""22213289""","""PMC3525707""","""Dual-mode interaction between quercetin and DNA-damaging drugs in cancer cells""","""Background:   DNA-damaging drugs constitute standard chemotherapy regimen for advanced colorectal cancer. Here, the interactions between quercetin and 5-fluorouracil (5-FU), etoposide, and camptothecin were examined in cancer cells.  Materials and methods:   HCT116 colorectal or PPC1 prostate cancer cells were treated with quercetin and the drugs. Clonogenicity assays, cell cycle profiles, and expressions of p53, p21, BAX, survivin and cyclin B1 proteins were used to examine the effects of the treatments.  Results:   Quercetin synergistically inhibited the clonogenicity of the wild-type cells, but inhibited the cell cycle effects of all the drugs tested. In p53-null cells, the combination of low dose 5-FU with up to 6 μM quercetin promoted clonogenic survival. Treatment of p53-wild-type cells with 50 μM quercetin reduced drug-induced up-regulation of p53, p21 and BAX. The combination of quercetin and the drugs also reduced the levels of cyclin B1 and survivin proteins.  Conclusion:   While high doses of quercetin synergize with DNA-damaging agents, the effect of drug combination with quercetin is influenced by the effective doses and the p53 status of the cells.""","""['Temesgen Samuel', 'Khalda Fadlalla', 'Lachundra Mosley', 'Venkat Katkoori', 'Timothy Turner', 'Upender Manne']""","""[]""","""2012""","""None""","""Anticancer Res""","""['Survivin and p53 modulate quercetin-induced cell growth inhibition and apoptosis in human lung carcinoma cells.', 'Investigation of the role of Bax, p21/Waf1 and p53 as determinants of cellular responses in HCT116 colorectal cancer cells exposed to the novel cytotoxic ruthenium(II) organometallic agent, RM175.', 'Tenacissoside G synergistically potentiates inhibitory effects of 5-fluorouracil to human colorectal cancer.', 'Quercetin-induced growth inhibition and cell death in prostatic carcinoma cells (PC-3) are associated with increase in p21 and hypophosphorylated retinoblastoma proteins expression.', 'Quercetin for the treatment of prostate cancer: Progress in studies.', 'Combination Modality Using Quercetin to Enhance the Efficacy of Docetaxel in Prostate Cancer Cells.', 'Combination of Quercetin or/and siRNA-loaded DDAB-mPEG-PCL hybrid nanoparticles reverse resistance to Regorafenib in colon cancer cells.', 'Quercetin potentiates 5-fluorouracil effects in human colon cancer cells through targeting the Wnt/β-catenin signalling pathway: the role of miR-27a.', 'Targeting Thymidylate Synthase and tRNA-Derived Non-Coding RNAs Improves Therapeutic Sensitivity in Colorectal Cancer.', 'Evidence for Anticancer Effects of Chinese Medicine Monomers on Colorectal Cancer.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213159""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc3369116/""","""22213159""","""PMC3369116""","""Cediranib inhibits both the intraosseous growth of PDGF D-positive prostate cancer cells and the associated bone reaction""","""Background:   The major cause of death in prostate cancer (PCa) cases is due to distant metastatic lesions, with the bone being the most prevalent site for secondary colonization. Utilization of small molecule inhibitors to treat bone metastatic PCa have had limited success either as monotherapies or in combination with other chemotherapeutics due to intolerable toxicities. In the current study, we developed a clinically relevant in vivo intraosseous tumor model overexpressing the platelet-derived growth factor D (PDGF D) to test the efficacy of a newly characterized vascular endothelial growth factor receptor (VEGFR)/PDGFR inhibitor, cediranib (also called AZD2171).  Methods:   An intratibial-injection model was established utilizing DU145 cells with or without increased PDGF D expression. Tumor-bearing mice were treated by daily gavage administration of cediranib and/or weekly i.p. injection of docetaxel for 7 weeks. Tibiae were monitored by in vivo/ex vivo X-rays and histomorphometry analysis was performed to estimate tumor volume and tumor-associated trabecular bone growth.  Results:   Cediranib reduced intraosseous growth of prostate tumors as well as tumor-associated bone responses. When compared to the standard chemotherapeutic agent docetaxel, cediranib exhibited a stronger inhibition of tumor-associated bone response. The efficacy of cediranib was further enhanced when the drug was co-administered with docetaxel. Importantly, the therapeutic benefits of cediranib and docetaxel are more prominent in intraosseous prostate tumors overexpressing PDGF D.  Conclusion:   These novel findings support the utilization of cediranib, either alone or in combination with docetaxel, to treat bone metastatic PCa exhibiting PDGF D expression.""","""['Abdo J Najy', 'Young Suk Jung', 'Joshua J Won', 'M Katie Conley-LaComb', 'Allen Saliganan', 'Chong Jai Kim', 'Elisabeth Heath', 'Michael L Cher', 'R Daniel Bonfil', 'Hyeong-Reh Choi Kim']""","""[]""","""2012""","""None""","""Prostate""","""['Effects of blocking platelet-derived growth factor-receptor signaling in a mouse model of experimental prostate cancer bone metastases.', 'Sabutoclax, a Mcl-1 antagonist, inhibits tumorigenesis in transgenic mouse and human xenograft models of prostate cancer.', 'Assessing the activity of cediranib, a VEGFR-2/3 tyrosine kinase inhibitor, against VEGFR-1 and members of the structurally related PDGFR family.', 'PDGF-D signaling: a novel target in cancer therapy.', 'Combination docetaxel and platelet-derived growth factor receptor inhibition with imatinib mesylate in prostate cancer.', 'E3 ligase HUWE1 promotes PDGF D-mediated osteoblastic differentiation of mesenchymal stem cells by effecting polyubiquitination of β-PDGFR.', 'The landscape of tyrosine kinase inhibitors in sarcomas: looking beyond pazopanib.', 'Differential prognostic impact of platelet-derived growth factor receptor expression in NSCLC.', 'Identification of target genes of cediranib in alveolar soft part sarcoma using a gene microarray.', 'High expression of PDGFR-β in prostate cancer stroma is independently associated with clinical and biochemical prostate cancer recurrence.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213130""","""https://doi.org/10.1002/pros.22480""","""22213130""","""10.1002/pros.22480""","""Variations in the exome of the LNCaP prostate cancer cell line""","""Background:   The LNCaP cell line is widely used as a model for prostate cancer. However, information on protein-changing mutations, genetic heterogeneity and genetic (in)stability is largely lacking for these cells.  Methods:   Next-generation sequencing of the LNCaP exome revealed many single nucleotide variants (SNVs). To help identify the mutations that are most likely drivers of the oncogenic process, we developed an in silico protocol, which can be adapted for other exome analyses.  Results:   We detected 1,802 non-synonymous SNVs and 218 small insertions and deletions in the LNCaP exome. We confirm the known mutations in the androgen receptor and the PTEN gene, but most other mutations remained undescribed until now. The presence of 38 out of 42 SNVs was confirmed in monoclonal as well as in polyclonal LNCaP derivatives. Moreover, most variants were also detectable in LNCaP mRNA.  Conclusions:   We provide an extensive database of genetic variations in the protein-coding part of the genome of LNCaP cells, which should be taken into consideration when using LNCaP cells or its derivatives as models for prostate cancer. From the analysis of several LNCaP-derived cultures and clones, we can confirm that the cell line is heterozygous for a large number of variants and that both the variant and the wild-type allele can be simultaneously expressed as mRNA. The fact that the SNVs in the E-cadherin, CDK4, Notch1, and PlexinB1 genes are absent in some of the subclones strongly indicates a degree of genetic instability.""","""['Lien Spans', 'Zeynep Kalender Atak', 'Filip Van Nieuwerburgh', 'Dieter Deforce', 'Evelyne Lerut', 'Stein Aerts', 'Frank Claessens']""","""[]""","""2012""","""None""","""Prostate""","""['Whole-exome characterization of pancreatic neuroendocrine tumor cell lines BON-1 and QGP-1.', 'Suppression of LNCaP prostate cancer xenograft tumors by a prostate-specific protein tyrosine phosphatase, prostatic acid phosphatase.', 'The mismatch repair gene hMSH2 is mutated in the prostate cancer cell line LNCaP.', 'Exome versus transcriptome sequencing in identifying coding region variants.', 'Evolving views of human genetic variation and its relationship to neurologic and psychiatric disease.', 'Distinct resistance mechanisms arise to allosteric vs. ATP-competitive AKT inhibitors.', 'Analysis of Aneuploidy Spectrum From Whole-Genome Sequencing Provides Rapid Assessment of Clonal Variation Within Established Cancer Cell Lines.', 'Curcumin against Prostate Cancer: Current Evidence.', 'Constraints to counting bioluminescence producing cells by a commonly used transgene promoter and its implications for experimental design.', 'Whole-Genome Sequence of the Metastatic PC3 and LNCaP Human Prostate Cancer Cell Lines.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213096""","""http://www.ncbi.nlm.nih.gov/pmc/articles/pmc3665156/""","""22213096""","""PMC3665156""","""LNCaP prostate cancer cells with autocrine interleukin-6 expression are resistant to IL-6-induced neuroendocrine differentiation due to increased expression of suppressors of cytokine signaling""","""Background:   Neuroendocrine differentiation (NED) is one of the mechanisms underlying development of castration-resistant prostate cancer (CRPC). In this study, we investigated IL-6-induced NED in two LNCaP sublines.  Methods:   LNCaP-S17, an LNCaP subline that secretes IL-6, and LNCaP-C3, a control subline that does not express IL-6, were analyzed for IL-6-induced NED, activation of JAK2 and STAT3 pathways, and expression of IL-6/IL-6R signaling proteins and downstream target genes.  Results:   IL-6 did not induce NED in LNCaP-S17 cells, even though IL-6 induced NED in LNCaP-C3 cells. IL-6 activated JAK2 and STAT3 pathways in LNCaP-C3 cells but not in LNCaP-S17 cells. IL-6 did not activate ERK1/2, AKT, or NF-κB pathways in either cell line. Both LNCaP-C3 and LNCaP-S17 cell lines expressed IL-6R, gp130, and TYK2 at almost the same levels and did not express JAK1 or JAK3. The basal level of JAK2 expression was slightly higher in LNCaP-C3 cells than in LNCaP-S17 cells. Two suppressors of cytokine signaling, SOCS7 and cytokine-inducible SH2 protein (CIS), were expressed constitutively at higher levels in LNCaP-S17 cells than in LNCaP-C3 cells, while SOCS1 to SOCS6 were expressed at approximately the same levels. Using siRNA to knockdown SOCS7 and CIS expression in LNCaP-S17 cells led to increased phosphorylation of STAT3 upon IL-6 stimulation.  Conclusions:   LNCaP-S17 cells are resistant to exogenous IL-6-induced NED due to increased levels of CIS/SOCS7 that block activation of JAK2-STAT3 pathways.""","""['Dongxia Ge', 'Allen C Gao', 'Qiuyang Zhang', 'Sen Liu', 'Yun Xue', 'Zongbing You']""","""[]""","""2012""","""None""","""Prostate""","""['Autophagy pathway is required for IL-6 induced neuroendocrine differentiation and chemoresistance of prostate cancer LNCaP cells.', 'Macrophages induce neuroendocrine differentiation of prostate cancer cells via BMP6-IL6 Loop.', 'Elevated circulating tissue inhibitor of metalloproteinase 1 (TIMP-1) levels are associated with neuroendocrine differentiation in castration resistant prostate cancer.', 'Interleukin-6 regulates androgen receptor activity and prostate cancer cell growth.', 'Interleukin-6: a multifunctional targetable cytokine in human prostate cancer.', 'SOCS7/HuR/FOXM1 signaling axis inhibited high-grade serous ovarian carcinoma progression.', 'Classical Signaling and Trans-Signaling Pathways Stimulated by Megalobrama amblycephala IL-6 and IL-6R.', 'Identification of the Prognostic Value Among Suppressor Of Cytokine Signaling Family Members in Kidney Renal Clear Cell Carcinoma.', 'The Emerging Role of Suppressors of Cytokine Signaling (SOCS) in the Development and Progression of Leukemia.', 'Interplay of Epidermal Growth Factor Receptor and Signal Transducer and Activator of Transcription 3 in Prostate Cancer: Beyond Androgen Receptor Transactivation.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213075""","""https://doi.org/10.1002/pros.22478""","""22213075""","""10.1002/pros.22478""","""Allelic loss of the loci containing the androgen synthesis gene, StAR, is prognostic for relapse in intermediate-risk prostate cancer""","""Background:   Androgen deprivation therapy (ADT) and novel agents targeting the androgen synthesis axis (e.g., abiraterone acetate) are adjuvant therapies that are currently, or may in the future be, combined with radiotherapy to reduce the chance of disease relapse. Little is known about allelic loss or gain pertaining to genes associated with the androgen synthesis axis and whether this is prognostic in patients who receive localized radiotherapy. In this hypothesis generating study, we conducted an array comparative genomic hybridization (aCGH) analysis of 33 androgen synthesis genes to identify potential prognostic factors for radiotherapy outcome.  Methods:   aCGH analysis of tumor DNA prospectively derived from frozen needle biopsies of 126 men with intermediate-risk disease who underwent image-guided radiotherapy (IGRT) to a mean dose of 76.4 Gy was conducted. Statistical analyses were conducted for allelic loss or gain in genes as potential prognostic factors relative to prostate specific antigen, Gleason-score, and T-category.  Results:   We observed that allelic losses of loci containing the genes StAR and HSD17B2 were associated with increased genetic instability (as determined by percentage genome alteration). On multivariate analyses these loci were prognostic for biochemical disease-free relapse (StAR: HR = 2.84, 95% CI: 1.44-5.61, P = 0.00269; HSD17B2: HR = 1.97, 95% CI: 1.06-3.64, P = 0.031). The results were validated in a surgical cohort of 131 intermediate-risk patients.  Conclusions:   Allelic losses of the loci containing StAR and HSD17B2 have significant prognostic value for intermediate-risk prostate cancer. With this hypothesis generating information future studies should test StAR and HSD17B2 losses as biomarkers of androgen response in combined modality protocols.""","""['Jennifer A Locke', 'Gaetano Zafarana', 'Chad A Malloff', 'Wan L Lam', 'Jenna Sykes', 'Melania Pintilie', 'Varune Rohan Ramnarine', 'Alice Meng', 'Omer Ahmed', 'Igor Jurisica', 'Emma Tomlinson Guns', 'Theo van der Kwast', 'Michael Milosevic', 'Robert G Bristow']""","""[]""","""2012""","""None""","""Prostate""","""['NKX3.1 haploinsufficiency is prognostic for prostate cancer relapse following surgery or image-guided radiotherapy.', 'Promoter hypermethylation as an independent prognostic factor for relapse in patients with prostate cancer following radical prostatectomy.', 'Dose-escalated radiation therapy for intermediate-risk prostate cancer: patient selection for androgen deprivation therapy using percentage of positive cores.', 'Array CGH as a potential predictor of radiocurability in intermediate risk prostate cancer.', 'High risk biochemical relapse and the timing of androgen deprivation therapy.', 'Prostate irradiation with focal dose escalation to the intraprostatic dominant nodule: a systematic review.', 'Profiles of Radioresistance Mechanisms in Prostate Cancer.', 'Mechanistic Insights into Molecular Targeting and Combined Modality Therapy for Aggressive, Localized Prostate Cancer.', 'Genomic and Histopathological Tissue Biomarkers That Predict Radiotherapy Response in Localised Prostate Cancer.', 'Spatial genomic heterogeneity within localized, multifocal prostate cancer.']"""
0,0,"""https://pubmed.ncbi.nlm.nih.gov/22213058""","""https://doi.org/10.1002/pros.22477""","""22213058""","""10.1002/pros.22477""","""TP53INP1 as new therapeutic target in castration-resistant prostate cancer""","""Background:   Prostate cancer (PC) is one of the most common malignancies in industrialized countries, and the second leading cause of cancer-related death in the United States. We recently showed that over-expression of tumor protein 53-induced nuclear protein 1 (TP53INP1), a cell stress response protein, is a worse prognostic factor in PC, particularly predictive of biological cancer relapse. Moreover, treatment of castration-sensitive (CS) LNCaP tumor cells with a TP53INP1 antisense oligonucleotide (TP53INP1 ASO) inhibits proliferation and induces apoptosis. The aim of this study was to investigate variations of TP53INP1 expression in PC during androgen withdrawal therapy and in castration-resistant prostate cancer (CRPC).  Methods:   Quantitative measurements of immunohistochemical expression of TP53INP1 using high-throughput densitometry, assessed on digitized microscopic tissue micro-array images were correlated with hormone therapy (HT) status in human PC. Northern blot analysis of TP53INP1 after castration was performed in LNCaP xenograft. Treatment of CR C4-2 tumor cells in vitro with TP53INP1 ASO was analyzed. We also analyzed the effect of TP53INP1 ASO treatment in vivo on tumor xenograft growth.  Results:   TP53INP1 protein expression decreases during HT and increases after HT in human CRPC. TP53INP1 mRNA increases significantly in CR tumors of LNCaP xenograft. Moreover, treatment of CR C4-2 cells with TP53INP1 ASO downregulates TP53INP1 protein level, inhibits proliferation, and induces apoptosis. Finally, in vivo, TP53INP1 ASO treatment significantly inhibits the tumoral progression of CR C4-2 xenograft and enhances docetaxel cytotoxicity.  Conclusions:   These results suggest that TP53INP1 could be considered as a relevant-specific target for molecular therapy of CRPC.""","""['Sophie Giusiano', 'Virginie Baylot', 'Claudia Andrieu', 'Ladan Fazli', 'Martin Gleave', 'Juan Lucio Iovanna', 'Colette Taranger-Charpin', 'Stéphane Garcia', 'Palma Rocchi']""","""[]""","""2012""","""None""","""Prostate""","""['Re: TP53INP1 as new therapeutic target in castration-resistant prostate cancer.', 'TP53INP1 overexpression in prostate cancer correlates with poor prognostic factors and is predictive of biological cancer relapse.', 'Increased Hsp27 after androgen ablation facilitates androgen-independent progression in prostate cancer via signal transducers and activators of transcription 3-mediated suppression of apoptosis.', 'Effects of anti-gene and antisense therapeutics on human prostate cancer xenograft in nude mice.', 'The promise of heat shock protein inhibitors in the treatment of castration resistant prostate cancer.', 'The stress protein TP53INP1 plays a tumor suppressive role by regulating metabolic homeostasis.', 'Downregulation of microRNA-3934-5p induces apoptosis and inhibits the proliferation of neuroblastoma cells by targeting TP53INP1.', 'Downregulation of tumor protein 53-inducible nuclear protein 1 expression in hepatocellular carcinoma correlates with poor prognosis.', 'MicroRNA‑205 promotes the tumorigenesis of nasopharyngeal carcinoma through targeting tumor protein p53-inducible nuclear protein 1.', ""Gene-wide analysis detects two new susceptibility genes for Alzheimer's disease."", 'Development of an ELISA detecting Tumor Protein 53-Induced Nuclear Protein 1 in serum of prostate cancer patients.']"""
